game_id,position,is_target,reveal_order,bone_count,total_revealed,previous_positions,previous_results,position_frequency,zone,is_safe_position,distance_from_center,adjacent_positions,corner_position,edge_position,result
cml7x5nlq02pr29egemn38m5k,10,1,1,4,8,"","",0,B,1,3,"4,5,9,14,15",0,1,1
cml7x5nlq02pr29egemn38m5k,19,0,2,4,8,"10","1",0,B,1,6,"13,14,15,18,20,23,24,25",0,0,1
cml7x5nlq02pr29egemn38m5k,13,0,3,4,8,"10,19","1,1",0,A,1,0,"7,8,9,12,14,17,18,19",0,0,1
cml7x5nlq02pr29egemn38m5k,17,0,4,4,8,"10,19,13","1,1,1",0,B,1,4,"11,12,13,16,18,21,22,23",0,0,1
cml7x5nlq02pr29egemn38m5k,7,0,5,4,8,"10,19,13,17","1,1,1,1",0,B,1,6,"1,2,3,6,8,11,12,13",0,0,0
cml7x5nlq02pr29egemn38m5k,2,0,6,4,8,"10,19,13,17,7","1,1,1,1,0",0,A,0,11,"1,3,6,7,8",0,1,0
cml7x5nlq02pr29egemn38m5k,15,0,7,4,8,"10,19,13,17,7,2","1,1,1,1,0,0",0,A,1,2,"9,10,14,19,20",0,1,0
cml7x5nlq02pr29egemn38m5k,24,0,8,4,8,"10,19,13,17,7,2,15","1,1,1,1,0,0,0",0,B,0,11,"18,19,20,23,25",0,1,0
cml7x2uvz02p029eg9cjj33ud,14,1,1,4,4,"","",0,A,1,1,"8,9,10,13,15,18,19,20",0,0,0
cml7x2uvz02p029eg9cjj33ud,13,0,2,4,4,"14","0",0,A,1,0,"7,8,9,12,14,17,18,19",0,0,0
cml7x2uvz02p029eg9cjj33ud,16,0,3,4,4,"14,13","0,0",0,B,0,3,"11,12,17,21,22",0,1,0
cml7x2uvz02p029eg9cjj33ud,22,0,4,4,4,"14,13,16","0,0,0",0,B,0,9,"16,17,18,21,23",0,1,0
cml7x1tzd02o729eglxbqcqif,13,1,1,4,6,"","",0,A,1,0,"7,8,9,12,14,17,18,19",0,0,1
cml7x1tzd02o729eglxbqcqif,18,0,2,4,6,"13","1",0,B,1,5,"12,13,14,17,19,22,23,24",0,0,1
cml7x1tzd02o729eglxbqcqif,7,0,3,4,6,"13,18","1,1",0,B,1,6,"1,2,3,6,8,11,12,13",0,0,0
cml7x1tzd02o729eglxbqcqif,17,0,4,4,6,"13,18,7","1,1,0",0,B,1,4,"11,12,13,16,18,21,22,23",0,0,0
cml7x1tzd02o729eglxbqcqif,20,0,5,4,6,"13,18,7,17","1,1,0,0",0,B,1,7,"14,15,19,24,25",0,1,0
cml7x1tzd02o729eglxbqcqif,22,0,6,4,6,"13,18,7,17,20","1,1,0,0,0",0,B,0,9,"16,17,18,21,23",0,1,0
cml7x08tq02ng29eggrzn0saa,2,1,1,4,4,"","",0,A,0,11,"1,3,6,7,8",0,1,0
cml7x08tq02ng29eggrzn0saa,6,0,2,4,4,"2","0",0,B,0,7,"1,2,7,11,12",0,1,0
cml7x08tq02ng29eggrzn0saa,8,0,3,4,4,"2,6","0,0",0,B,0,5,"2,3,4,7,9,12,13,14",0,0,0
cml7x08tq02ng29eggrzn0saa,14,0,4,4,4,"2,6,8","0,0,0",0,A,1,1,"8,9,10,13,15,18,19,20",0,0,0
cml7wzbxg02mp29egot5j4b4t,18,1,1,4,4,"","",0,B,1,5,"12,13,14,17,19,22,23,24",0,0,1
cml7wzbxg02mp29egot5j4b4t,7,0,2,4,4,"18","1",0,B,1,6,"1,2,3,6,8,11,12,13",0,0,1
cml7wzbxg02mp29egot5j4b4t,19,0,3,4,4,"18,7","1,1",0,B,1,6,"13,14,15,18,20,23,24,25",0,0,1
cml7wzbxg02mp29egot5j4b4t,10,0,4,4,4,"18,7,19","1,1,1",0,B,1,3,"4,5,9,14,15",0,1,1
cml7wxvhl02lx29egvei8umhg,14,1,1,4,5,"","",0,A,1,1,"8,9,10,13,15,18,19,20",0,0,1
cml7wxvhl02lx29egvei8umhg,19,0,2,4,5,"14","1",0,B,1,6,"13,14,15,18,20,23,24,25",0,0,0
cml7wxvhl02lx29egvei8umhg,18,0,3,4,5,"14,19","1,0",0,B,1,5,"12,13,14,17,19,22,23,24",0,0,0
cml7wxvhl02lx29egvei8umhg,20,0,4,4,5,"14,19,18","1,0,0",0,B,1,7,"14,15,19,24,25",0,1,0
cml7wxvhl02lx29egvei8umhg,21,0,5,4,5,"14,19,18,20","1,0,0,0",0,B,1,8,"16,17,22",1,1,0
cml7wwhyn02l629egk38ru4od,10,1,1,4,4,"","",0,B,1,3,"4,5,9,14,15",0,1,0
cml7wwhyn02l629egk38ru4od,3,0,2,4,4,"10","0",0,A,0,10,"2,4,7,8,9",0,1,0
cml7wwhyn02l629egk38ru4od,14,0,3,4,4,"10,3","0,0",0,A,1,1,"8,9,10,13,15,18,19,20",0,0,0
cml7wwhyn02l629egk38ru4od,25,0,4,4,4,"10,3,14","0,0,0",0,B,0,12,"19,20,24",1,1,0
cml7wvmqo02kf29egikzcyysp,15,1,1,4,4,"","",0,A,1,2,"9,10,14,19,20",0,1,0
cml7wvmqo02kf29egikzcyysp,2,0,2,4,4,"15","0",0,A,0,11,"1,3,6,7,8",0,1,0
cml7wvmqo02kf29egikzcyysp,16,0,3,4,4,"15,2","0,0",0,B,0,3,"11,12,17,21,22",0,1,0
cml7wvmqo02kf29egikzcyysp,17,0,4,4,4,"15,2,16","0,0,0",0,B,1,4,"11,12,13,16,18,21,22,23",0,0,0
cml7wsz0n02jo29egxc2aw1zt,9,1,1,4,4,"","",0,B,0,4,"3,4,5,8,10,13,14,15",0,0,0
cml7wsz0n02jo29egxc2aw1zt,13,0,2,4,4,"9","0",0,A,1,0,"7,8,9,12,14,17,18,19",0,0,0
cml7wsz0n02jo29egxc2aw1zt,15,0,3,4,4,"9,13","0,0",0,A,1,2,"9,10,14,19,20",0,1,0
cml7wsz0n02jo29egxc2aw1zt,22,0,4,4,4,"9,13,15","0,0,0",0,B,0,9,"16,17,18,21,23",0,1,0
cml7wsj8s02ix29egi0skd31n,19,1,1,4,4,"","",0,B,1,6,"13,14,15,18,20,23,24,25",0,0,1
cml7wsj8s02ix29egi0skd31n,7,0,2,4,4,"19","1",0,B,1,6,"1,2,3,6,8,11,12,13",0,0,1
cml7wsj8s02ix29egi0skd31n,20,0,3,4,4,"19,7","1,1",0,B,1,7,"14,15,19,24,25",0,1,1
cml7wsj8s02ix29egi0skd31n,10,0,4,4,4,"19,7,20","1,1,1",0,B,1,3,"4,5,9,14,15",0,1,1
cml7wqsof02i729eg4cshlmm4,23,1,1,4,4,"","",0,B,1,10,"17,18,19,22,24",0,1,0
cml7wqsof02i729eg4cshlmm4,2,0,2,4,4,"23","0",0,A,0,11,"1,3,6,7,8",0,1,0
cml7wqsof02i729eg4cshlmm4,4,0,3,4,4,"23,2","0,0",0,A,1,9,"3,5,8,9,10",0,1,0
cml7wqsof02i729eg4cshlmm4,25,0,4,4,4,"23,2,4","0,0,0",0,B,0,12,"19,20,24",1,1,0
cml7wq03402hd29eg3810vbo3,13,1,1,4,7,"","",0,A,1,0,"7,8,9,12,14,17,18,19",0,0,1
cml7wq03402hd29eg3810vbo3,19,0,2,4,7,"13","1",0,B,1,6,"13,14,15,18,20,23,24,25",0,0,1
cml7wq03402hd29eg3810vbo3,14,0,3,4,7,"13,19","1,1",0,A,1,1,"8,9,10,13,15,18,19,20",0,0,1
cml7wq03402hd29eg3810vbo3,17,0,4,4,7,"13,19,14","1,1,1",0,B,1,4,"11,12,13,16,18,21,22,23",0,0,0
cml7wq03402hd29eg3810vbo3,6,0,5,4,7,"13,19,14,17","1,1,1,0",0,B,0,7,"1,2,7,11,12",0,1,0
cml7wq03402hd29eg3810vbo3,16,0,6,4,7,"13,19,14,17,6","1,1,1,0,0",0,B,0,3,"11,12,17,21,22",0,1,0
cml7wq03402hd29eg3810vbo3,22,0,7,4,7,"13,19,14,17,6,16","1,1,1,0,0,0",0,B,0,9,"16,17,18,21,23",0,1,0
cml7wo5w802gn29egayd3e9di,10,1,1,4,4,"","",0,B,1,3,"4,5,9,14,15",0,1,0
cml7wo5w802gn29egayd3e9di,2,0,2,4,4,"10","0",0,A,0,11,"1,3,6,7,8",0,1,0
cml7wo5w802gn29egayd3e9di,5,0,3,4,4,"10,2","0,0",0,A,0,8,"4,9,10",1,1,0
cml7wo5w802gn29egayd3e9di,15,0,4,4,4,"10,2,5","0,0,0",0,A,1,2,"9,10,14,19,20",0,1,0
cml7wmos202fs29egwelz4fp3,13,1,1,4,4,"","",0,A,1,0,"7,8,9,12,14,17,18,19",0,0,1
cml7wmos202fs29egwelz4fp3,12,0,2,4,4,"13","1",0,A,0,1,"6,7,8,11,13,16,17,18",0,0,1
cml7wmos202fs29egwelz4fp3,19,0,3,4,4,"13,12","1,1",0,B,1,6,"13,14,15,18,20,23,24,25",0,0,1
cml7wmos202fs29egwelz4fp3,22,0,4,4,4,"13,12,19","1,1,1",0,B,0,9,"16,17,18,21,23",0,1,1
cml7wmorj02f229eghtkpq3m1,12,1,1,4,4,"","",0,A,0,1,"6,7,8,11,13,16,17,18",0,0,1
cml7wmorj02f229eghtkpq3m1,22,0,2,4,4,"12","1",0,B,0,9,"16,17,18,21,23",0,1,1
cml7wmorj02f229eghtkpq3m1,15,0,3,4,4,"12,22","1,1",0,A,1,2,"9,10,14,19,20",0,1,1
cml7wmorj02f229eghtkpq3m1,14,0,4,4,4,"12,22,15","1,1,1",0,A,1,1,"8,9,10,13,15,18,19,20",0,0,1
cml7wmor202ec29eg5fsjv2oe,7,1,1,4,4,"","",0,B,1,6,"1,2,3,6,8,11,12,13",0,0,1
cml7wmor202ec29eg5fsjv2oe,23,0,2,4,4,"7","1",0,B,1,10,"17,18,19,22,24",0,1,1
cml7wmor202ec29eg5fsjv2oe,11,0,3,4,4,"7,23","1,1",0,A,0,2,"6,7,12,16,17",0,1,1
cml7wmor202ec29eg5fsjv2oe,13,0,4,4,4,"7,23,11","1,1,1",0,A,1,0,"7,8,9,12,14,17,18,19",0,0,1
cml7wmoql02dm29eg3wvikezp,12,1,1,4,4,"","",0,A,0,1,"6,7,8,11,13,16,17,18",0,0,1
cml7wmoql02dm29eg3wvikezp,19,0,2,4,4,"12","1",0,B,1,6,"13,14,15,18,20,23,24,25",0,0,1
cml7wmoql02dm29eg3wvikezp,22,0,3,4,4,"12,19","1,1",0,B,0,9,"16,17,18,21,23",0,1,1
cml7wmoql02dm29eg3wvikezp,8,0,4,4,4,"12,19,22","1,1,1",0,B,0,5,"2,3,4,7,9,12,13,14",0,0,1
cml7wmoq502cw29egexyqk13l,8,1,1,4,3,"","",0,B,0,5,"2,3,4,7,9,12,13,14",0,0,1
cml7wmoq502cw29egexyqk13l,12,0,2,4,3,"8","1",0,A,0,1,"6,7,8,11,13,16,17,18",0,0,1
cml7wmoq502cw29egexyqk13l,22,0,3,4,3,"8,12","1,1",0,B,0,9,"16,17,18,21,23",0,1,0
cml7wmop402c629eg3uvkqv1w,19,1,1,4,4,"","",0,B,1,6,"13,14,15,18,20,23,24,25",0,0,1
cml7wmop402c629eg3uvkqv1w,11,0,2,4,4,"19","1",0,A,0,2,"6,7,12,16,17",0,1,1
cml7wmop402c629eg3uvkqv1w,12,0,3,4,4,"19,11","1,1",0,A,0,1,"6,7,8,11,13,16,17,18",0,0,1
cml7wmop402c629eg3uvkqv1w,14,0,4,4,4,"19,11,12","1,1,1",0,A,1,1,"8,9,10,13,15,18,19,20",0,0,1
cml7wmonp02bg29eg8ptzrcj3,22,1,1,4,1,"","",0,B,0,9,"16,17,18,21,23",0,1,0
cml7wmon002aq29egft9s3ol6,23,1,1,4,1,"","",0,B,1,10,"17,18,19,22,24",0,1,0
cml7wmomc02a029eg4up1ha05,13,1,1,4,1,"","",0,A,1,0,"7,8,9,12,14,17,18,19",0,0,0
cml7wmolm029a29egbyqhrjbe,14,1,1,4,4,"","",0,A,1,1,"8,9,10,13,15,18,19,20",0,0,1
cml7wmolm029a29egbyqhrjbe,23,0,2,4,4,"14","1",0,B,1,10,"17,18,19,22,24",0,1,1
cml7wmolm029a29egbyqhrjbe,8,0,3,4,4,"14,23","1,1",0,B,0,5,"2,3,4,7,9,12,13,14",0,0,1
cml7wmolm029a29egbyqhrjbe,11,0,4,4,4,"14,23,8","1,1,1",0,A,0,2,"6,7,12,16,17",0,1,1
cml7wmol4028k29ego1hld425,23,1,1,4,1,"","",0,B,1,10,"17,18,19,22,24",0,1,0
cml7wmokl027u29egmpblgh89,14,1,1,4,3,"","",0,A,1,1,"8,9,10,13,15,18,19,20",0,0,1
cml7wmokl027u29egmpblgh89,19,0,2,4,3,"14","1",0,B,1,6,"13,14,15,18,20,23,24,25",0,0,1
cml7wmokl027u29egmpblgh89,15,0,3,4,3,"14,19","1,1",0,A,1,2,"9,10,14,19,20",0,1,0
cml7wmok3027429egi1xnzzp3,23,1,1,4,4,"","",0,B,1,10,"17,18,19,22,24",0,1,1
cml7wmok3027429egi1xnzzp3,19,0,2,4,4,"23","1",0,B,1,6,"13,14,15,18,20,23,24,25",0,0,1
cml7wmok3027429egi1xnzzp3,11,0,3,4,4,"23,19","1,1",0,A,0,2,"6,7,12,16,17",0,1,1
cml7wmok3027429egi1xnzzp3,13,0,4,4,4,"23,19,11","1,1,1",0,A,1,0,"7,8,9,12,14,17,18,19",0,0,1
cml7wmojl026e29egxv8hjs82,22,1,1,4,4,"","",0,B,0,9,"16,17,18,21,23",0,1,1
cml7wmojl026e29egxv8hjs82,19,0,2,4,4,"22","1",0,B,1,6,"13,14,15,18,20,23,24,25",0,0,1
cml7wmojl026e29egxv8hjs82,11,0,3,4,4,"22,19","1,1",0,A,0,2,"6,7,12,16,17",0,1,1
cml7wmojl026e29egxv8hjs82,7,0,4,4,4,"22,19,11","1,1,1",0,B,1,6,"1,2,3,6,8,11,12,13",0,0,1
cml7wmoiw025o29egeb8hndwz,12,1,1,4,4,"","",0,A,0,1,"6,7,8,11,13,16,17,18",0,0,1
cml7wmoiw025o29egeb8hndwz,14,0,2,4,4,"12","1",0,A,1,1,"8,9,10,13,15,18,19,20",0,0,1
cml7wmoiw025o29egeb8hndwz,23,0,3,4,4,"12,14","1,1",0,B,1,10,"17,18,19,22,24",0,1,1
cml7wmoiw025o29egeb8hndwz,11,0,4,4,4,"12,14,23","1,1,1",0,A,0,2,"6,7,12,16,17",0,1,1
cml7wmoie024y29egpheynv8a,19,1,1,4,3,"","",0,B,1,6,"13,14,15,18,20,23,24,25",0,0,1
cml7wmoie024y29egpheynv8a,13,0,2,4,3,"19","1",0,A,1,0,"7,8,9,12,14,17,18,19",0,0,1
cml7wmoie024y29egpheynv8a,7,0,3,4,3,"19,13","1,1",0,B,1,6,"1,2,3,6,8,11,12,13",0,0,0
cml7wmohv024829egiij7nua6,13,1,1,4,4,"","",0,A,1,0,"7,8,9,12,14,17,18,19",0,0,1
cml7wmohv024829egiij7nua6,23,0,2,4,4,"13","1",0,B,1,10,"17,18,19,22,24",0,1,1
cml7wmohv024829egiij7nua6,14,0,3,4,4,"13,23","1,1",0,A,1,1,"8,9,10,13,15,18,19,20",0,0,1
cml7wmohv024829egiij7nua6,11,0,4,4,4,"13,23,14","1,1,1",0,A,0,2,"6,7,12,16,17",0,1,1
cml7wmohd023i29egr4wa9aoo,11,1,1,4,4,"","",0,A,0,2,"6,7,12,16,17",0,1,1
cml7wmohd023i29egr4wa9aoo,12,0,2,4,4,"11","1",0,A,0,1,"6,7,8,11,13,16,17,18",0,0,1
cml7wmohd023i29egr4wa9aoo,8,0,3,4,4,"11,12","1,1",0,B,0,5,"2,3,4,7,9,12,13,14",0,0,1
cml7wmohd023i29egr4wa9aoo,13,0,4,4,4,"11,12,8","1,1,1",0,A,1,0,"7,8,9,12,14,17,18,19",0,0,1
cml7wmogv022s29egzy6w1a8n,14,1,1,4,4,"","",0,A,1,1,"8,9,10,13,15,18,19,20",0,0,1
cml7wmogv022s29egzy6w1a8n,19,0,2,4,4,"14","1",0,B,1,6,"13,14,15,18,20,23,24,25",0,0,1
cml7wmogv022s29egzy6w1a8n,15,0,3,4,4,"14,19","1,1",0,A,1,2,"9,10,14,19,20",0,1,1
cml7wmogv022s29egzy6w1a8n,13,0,4,4,4,"14,19,15","1,1,1",0,A,1,0,"7,8,9,12,14,17,18,19",0,0,1
cml7wmog9022229egbmo94zib,22,1,1,4,4,"","",0,B,0,9,"16,17,18,21,23",0,1,1
cml7wmog9022229egbmo94zib,23,0,2,4,4,"22","1",0,B,1,10,"17,18,19,22,24",0,1,1
cml7wmog9022229egbmo94zib,19,0,3,4,4,"22,23","1,1",0,B,1,6,"13,14,15,18,20,23,24,25",0,0,1
cml7wmog9022229egbmo94zib,14,0,4,4,4,"22,23,19","1,1,1",0,A,1,1,"8,9,10,13,15,18,19,20",0,0,1
cml7wmofm021c29eg8xv6hf5g,7,1,1,4,4,"","",0,B,1,6,"1,2,3,6,8,11,12,13",0,0,1
cml7wmofm021c29eg8xv6hf5g,23,0,2,4,4,"7","1",0,B,1,10,"17,18,19,22,24",0,1,1
cml7wmofm021c29eg8xv6hf5g,8,0,3,4,4,"7,23","1,1",0,B,0,5,"2,3,4,7,9,12,13,14",0,0,1
cml7wmofm021c29eg8xv6hf5g,12,0,4,4,4,"7,23,8","1,1,1",0,A,0,1,"6,7,8,11,13,16,17,18",0,0,1
cml7wmof2020m29egpd9wq02l,22,1,1,4,4,"","",0,B,0,9,"16,17,18,21,23",0,1,1
cml7wmof2020m29egpd9wq02l,8,0,2,4,4,"22","1",0,B,0,5,"2,3,4,7,9,12,13,14",0,0,1
cml7wmof2020m29egpd9wq02l,13,0,3,4,4,"22,8","1,1",0,A,1,0,"7,8,9,12,14,17,18,19",0,0,1
cml7wmof2020m29egpd9wq02l,12,0,4,4,4,"22,8,13","1,1,1",0,A,0,1,"6,7,8,11,13,16,17,18",0,0,0
cml7wmoee01zw29egzjm66ehg,23,1,1,4,4,"","",0,B,1,10,"17,18,19,22,24",0,1,1
cml7wmoee01zw29egzjm66ehg,12,0,2,4,4,"23","1",0,A,0,1,"6,7,8,11,13,16,17,18",0,0,1
cml7wmoee01zw29egzjm66ehg,13,0,3,4,4,"23,12","1,1",0,A,1,0,"7,8,9,12,14,17,18,19",0,0,1
cml7wmoee01zw29egzjm66ehg,15,0,4,4,4,"23,12,13","1,1,1",0,A,1,2,"9,10,14,19,20",0,1,1
cml7wmodm01z629eg6i8d6je8,23,1,1,4,2,"","",0,B,1,10,"17,18,19,22,24",0,1,1
cml7wmodm01z629eg6i8d6je8,19,0,2,4,2,"23","1",0,B,1,6,"13,14,15,18,20,23,24,25",0,0,0
cml7wmod101yg29egy4t0pqkq,23,1,1,4,4,"","",0,B,1,10,"17,18,19,22,24",0,1,1
cml7wmod101yg29egy4t0pqkq,11,0,2,4,4,"23","1",0,A,0,2,"6,7,12,16,17",0,1,1
cml7wmod101yg29egy4t0pqkq,14,0,3,4,4,"23,11","1,1",0,A,1,1,"8,9,10,13,15,18,19,20",0,0,1
cml7wmod101yg29egy4t0pqkq,15,0,4,4,4,"23,11,14","1,1,1",0,A,1,2,"9,10,14,19,20",0,1,1
cml7wmocf01xq29eg8sbx58y0,14,1,1,4,4,"","",0,A,1,1,"8,9,10,13,15,18,19,20",0,0,1
cml7wmocf01xq29eg8sbx58y0,23,0,2,4,4,"14","1",0,B,1,10,"17,18,19,22,24",0,1,1
cml7wmocf01xq29eg8sbx58y0,11,0,3,4,4,"14,23","1,1",0,A,0,2,"6,7,12,16,17",0,1,1
cml7wmocf01xq29eg8sbx58y0,13,0,4,4,4,"14,23,11","1,1,1",0,A,1,0,"7,8,9,12,14,17,18,19",0,0,1
cml7wmobw01x029egf31448li,11,1,1,4,3,"","",0,A,0,2,"6,7,12,16,17",0,1,1
cml7wmobw01x029egf31448li,15,0,2,4,3,"11","1",0,A,1,2,"9,10,14,19,20",0,1,1
cml7wmobw01x029egf31448li,19,0,3,4,3,"11,15","1,1",0,B,1,6,"13,14,15,18,20,23,24,25",0,0,0
cml7wmobd01wa29egar2ud4z8,8,1,1,4,4,"","",0,B,0,5,"2,3,4,7,9,12,13,14",0,0,1
cml7wmobd01wa29egar2ud4z8,15,0,2,4,4,"8","1",0,A,1,2,"9,10,14,19,20",0,1,1
cml7wmobd01wa29egar2ud4z8,14,0,3,4,4,"8,15","1,1",0,A,1,1,"8,9,10,13,15,18,19,20",0,0,1
cml7wmobd01wa29egar2ud4z8,12,0,4,4,4,"8,15,14","1,1,1",0,A,0,1,"6,7,8,11,13,16,17,18",0,0,1
cml7wmoau01vk29egjc7rxg0i,7,1,1,4,4,"","",0,B,1,6,"1,2,3,6,8,11,12,13",0,0,1
cml7wmoau01vk29egjc7rxg0i,19,0,2,4,4,"7","1",0,B,1,6,"13,14,15,18,20,23,24,25",0,0,1
cml7wmoau01vk29egjc7rxg0i,12,0,3,4,4,"7,19","1,1",0,A,0,1,"6,7,8,11,13,16,17,18",0,0,1
cml7wmoau01vk29egjc7rxg0i,13,0,4,4,4,"7,19,12","1,1,1",0,A,1,0,"7,8,9,12,14,17,18,19",0,0,1
cml7wmoa801uu29eghiai9w1j,12,1,1,4,4,"","",0,A,0,1,"6,7,8,11,13,16,17,18",0,0,1
cml7wmoa801uu29eghiai9w1j,14,0,2,4,4,"12","1",0,A,1,1,"8,9,10,13,15,18,19,20",0,0,1
cml7wmoa801uu29eghiai9w1j,11,0,3,4,4,"12,14","1,1",0,A,0,2,"6,7,12,16,17",0,1,1
cml7wmoa801uu29eghiai9w1j,19,0,4,4,4,"12,14,11","1,1,1",0,B,1,6,"13,14,15,18,20,23,24,25",0,0,1
cml7wmo9m01u429eg2ntmvvb2,7,1,1,4,4,"","",0,B,1,6,"1,2,3,6,8,11,12,13",0,0,1
cml7wmo9m01u429eg2ntmvvb2,15,0,2,4,4,"7","1",0,A,1,2,"9,10,14,19,20",0,1,1
cml7wmo9m01u429eg2ntmvvb2,11,0,3,4,4,"7,15","1,1",0,A,0,2,"6,7,12,16,17",0,1,1
cml7wmo9m01u429eg2ntmvvb2,23,0,4,4,4,"7,15,11","1,1,1",0,B,1,10,"17,18,19,22,24",0,1,1
cml7wmo9201te29egd30sv6wq,15,1,1,4,4,"","",0,A,1,2,"9,10,14,19,20",0,1,1
cml7wmo9201te29egd30sv6wq,22,0,2,4,4,"15","1",0,B,0,9,"16,17,18,21,23",0,1,1
cml7wmo9201te29egd30sv6wq,11,0,3,4,4,"15,22","1,1",0,A,0,2,"6,7,12,16,17",0,1,1
cml7wmo9201te29egd30sv6wq,14,0,4,4,4,"15,22,11","1,1,1",0,A,1,1,"8,9,10,13,15,18,19,20",0,0,1
cml7wmo8m01so29egrnpdnwu7,19,1,1,4,4,"","",0,B,1,6,"13,14,15,18,20,23,24,25",0,0,1
cml7wmo8m01so29egrnpdnwu7,7,0,2,4,4,"19","1",0,B,1,6,"1,2,3,6,8,11,12,13",0,0,1
cml7wmo8m01so29egrnpdnwu7,22,0,3,4,4,"19,7","1,1",0,B,0,9,"16,17,18,21,23",0,1,1
cml7wmo8m01so29egrnpdnwu7,11,0,4,4,4,"19,7,22","1,1,1",0,A,0,2,"6,7,12,16,17",0,1,1
cml7wmo8601ry29egy0qxp9n6,12,1,1,4,4,"","",0,A,0,1,"6,7,8,11,13,16,17,18",0,0,1
cml7wmo8601ry29egy0qxp9n6,22,0,2,4,4,"12","1",0,B,0,9,"16,17,18,21,23",0,1,1
cml7wmo8601ry29egy0qxp9n6,7,0,3,4,4,"12,22","1,1",0,B,1,6,"1,2,3,6,8,11,12,13",0,0,1
